"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Intermission",2004,14,30000,7.6,16,0,0,4.5,4.5,0,14.5,14.5,4.5,14.5,34.5,"",0,0,0,0,0,0,1
"Interpreter, The",2005,128,80000000,6.6,4678,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG-13",0,0,0,1,0,0,0
"Interruption, The",2004,25,70000,5.5,14,0,0,24.5,0,0,4.5,14.5,0,0,45.5,"",0,0,0,1,0,0,1
"Interstate 60",2002,116,7000000,7.7,2495,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,1,0,0,0
"Interview with the Assassin",2002,88,750000,6.7,409,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Interview with the Vampire: The Vampire Chronicles",1994,123,50000000,7.2,26698,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Intimations",2004,20,39000,8,9,0,14.5,0,0,0,0,14.5,34.5,14.5,34.5,"",0,0,0,1,0,0,1
"Into the Sun",2005,97,16000000,4,481,14.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Intolerable Cruelty",2003,100,60000000,6.6,11967,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Intolerance: Love's Struggle Through the Ages",1916,197,385907,7.8,1493,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"",0,0,0,1,0,0,0
"Intruder",1989,83,100000,5.4,264,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Intruder, The",1962,84,80000,8,163,0,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,0,1,0,0,0
"Invaders from Mars",1986,99,12000000,4.6,675,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Invasion U.S.A.",1985,107,10000000,3.9,692,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Invasion USA",1952,73,127000,2.8,130,34.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,0,4.5,"",0,0,0,1,0,0,0
"Invasion of the Blood Farmers",1972,84,40000,3.1,93,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Invasion of the Body Snatchers",1956,80,417000,7.8,5286,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,0,0,0,0
"Invasion of the Space Preachers",1990,100,100000,4.7,26,14.5,4.5,4.5,4.5,0,4.5,4.5,4.5,4.5,34.5,"",0,0,0,0,0,0,0
"Invasions barbares, Les",2003,112,5000000,7.9,4900,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,1,0,0,0
"Invincible Kung Fu Guy, The",1994,23,3000,8.3,6,0,0,0,0,0,0,34.5,14.5,34.5,14.5,"",0,0,0,0,0,0,1
"Invisible Agent",1942,81,322000,6,78,4.5,0,4.5,4.5,24.5,34.5,14.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Invisible Stripes",1939,81,500000,6.8,111,4.5,4.5,4.5,0,4.5,24.5,34.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Invitation to the Dance",1956,93,1500000,6.4,86,4.5,0,4.5,4.5,14.5,24.5,14.5,14.5,14.5,4.5,"",0,1,0,0,0,0,0
"Invitation to the Wedding",1985,90,8000000,4.3,7,14.5,0,0,24.5,14.5,0,0,24.5,14.5,0,"",0,0,1,0,0,0,0
"Irma la Douce",1963,135,5000000,7.2,1964,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,1,0
"Iron Giant, The",1999,86,48000000,7.9,15151,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG",0,1,0,0,0,0,0
"Irrefutable Truth About Demons, The",2000,90,500000,5.3,340,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Is It True What They Say About Ann?",2004,40,5000,7.3,25,34.5,4.5,0,0,0,4.5,4.5,4.5,4.5,44.5,"",0,0,0,0,1,0,1
"Ish HaHashmal",2003,90,900000,4.5,6,0,0,0,34.5,14.5,14.5,0,14.5,0,14.5,"",0,0,0,1,0,0,0
"Ishtar",1987,107,40000000,3.7,3479,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,"",0,0,1,0,0,0,0
"Island in the Sky",1953,109,967000,5.5,100,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,"",0,0,0,1,0,0,0
"Island in the Sun",1957,119,2250000,5.8,102,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,1,0
"Island of Dr. Moreau, The",1977,99,6000000,5.4,620,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,1,0
"Island of Dr. Moreau, The",1996,99,40000000,4,5983,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Island, The",1980,114,22000000,4.7,434,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Island, The",2000,4,30000,9.8,5,0,0,0,0,0,0,0,0,24.5,84.5,"",0,0,0,0,0,0,1
"Isn't She Great",2000,95,36000000,4.8,688,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Issues 101",2002,90,75000,3.6,74,44.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,"",0,0,0,1,0,1,0
"It Came from Hollywood",1982,80,5000000,5.5,240,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"",0,0,1,0,1,0,0
"It Came from Outer Space",1953,81,800000,6.4,798,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"It Happened Here",1966,97,20000,6.5,160,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"It Happened One Night",1934,105,325000,8.3,7924,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"",0,0,1,0,0,1,0
"It Happened on 5th Avenue",1947,116,1700000,7.6,69,0,0,0,0,4.5,4.5,4.5,14.5,14.5,64.5,"",0,0,1,0,0,0,0
"It Started with Eve",1941,90,1166000,7.4,136,4.5,0,4.5,0,4.5,4.5,14.5,14.5,24.5,34.5,"",0,0,1,0,0,0,0
"It's Always Fair Weather",1955,102,2062256,7,324,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,0,0
"It's Hard",2000,13,15000,4.8,5,0,0,0,44.5,0,24.5,24.5,0,0,24.5,"",0,0,0,0,0,0,1
"It's Impossible to Learn to Plow by Reading Books",1988,85,3000,5.2,58,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0
"It's a Mad Mad Mad Mad World",1963,192,9400000,7.2,5891,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",1,0,1,0,0,0,0
"It's a Wonderful Life",1946,118,3180000,8.6,41199,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,"",0,0,0,1,0,1,0
"Italian Job, The",2003,111,60000000,6.9,18496,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"J-K Conspiracy, The",2004,89,44000,9.2,20,0,0,4.5,0,0,0,0,24.5,4.5,74.5,"",0,0,1,0,0,0,0
"JFK",1991,206,40000000,7.8,26456,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Jabberwocky",1977,105,500000,6,2109,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Jack",1996,113,45000000,5.2,5256,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Jack Be Nimble",1993,92,750000,5.8,123,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Jack Frost",1998,101,50000000,4.5,2130,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,1,0,0,0
"Jack and the Beanstalk",1952,78,683000,5.2,268,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Jack of Diamonds",2001,84,1500000,1.7,6,14.5,0,0,0,0,34.5,0,14.5,0,34.5,"",1,0,0,0,0,0,0
"Jackal, The",1997,124,60000000,5.7,12753,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Jackass: The Movie",2002,87,5000000,6.1,8893,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,1,0,0
"Jacket, The",2005,102,19000000,6.4,1564,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"R",0,0,0,0,0,0,0
"Jackie Brown",1997,154,12000000,7.5,28891,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Jackpot",2001,97,400000,5.2,213,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,0,0
"Jacob's Ladder",1990,115,25000000,7.3,8901,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Jade",1995,107,50000000,4.8,2380,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Jade Mask, The",1945,66,75000,5.7,64,4.5,4.5,4.5,4.5,4.5,34.5,4.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Jake's Booty Call",2003,77,50000,7,10,34.5,0,0,0,0,0,0,14.5,14.5,45.5,"R",0,0,1,0,0,0,0
"Jakob the Liar",1999,120,15000000,5.9,2544,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"James Dean Story, The",1957,81,35000,5.7,109,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"",0,0,0,0,1,0,0
"James and the Giant Peach",1996,79,38000000,6.6,3144,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG",0,1,0,0,0,0,0
"Jane Austen's Mafia!",1998,83,10000000,4.8,2999,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,1,1,0,0,0
"Japanese Story",2003,105,5740000,7,1330,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Jason Goes to Hell: The Final Friday",1993,91,2500000,3.9,2651,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Jason X",2001,85,14000000,4.6,5975,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Jason and the Argonauts",1963,104,1000000,7.2,2408,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",1,0,0,0,0,0,0
"Jason's Lyric",1994,119,7000000,6,445,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,0,0
"Jaws",1975,130,12000000,8.2,46978,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,0,0,0,0
"Jaws 3-D",1983,99,20500000,3.2,5028,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Jaws: The Revenge",1987,91,23000000,2.6,5365,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Jay and Silent Bob Strike Back",2001,104,22000000,6.9,24211,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,1,0,0,0,0
"Jeepers Creepers",2001,90,10000000,5.4,10973,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Jeepers Creepers II",2003,104,25000000,5.2,4069,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Jefferson in Paris",1995,139,14000000,5.6,665,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Jelly Pilgrim",2004,4,60000,2,6,14.5,34.5,0,0,0,0,0,0,14.5,34.5,"",0,1,0,0,0,0,1
"Jennifer's Shadow",2004,96,1000000,5.1,17,14.5,0,4.5,0,14.5,4.5,4.5,24.5,4.5,24.5,"R",0,0,0,0,0,0,0
"Jerry Maguire",1996,139,50000000,7.3,34623,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,1,0
"Jerry and Tom",1998,106,5000000,6.7,447,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Jersey Girl",2004,102,35000000,6.4,6853,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,0,0
"Jesse James",1939,106,1600000,7.1,373,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",0,0,0,0,0,0,0
"Jesus",1979,117,6000000,5.9,316,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,"",0,0,0,1,0,0,0
"Jesus' Son",1999,107,2500000,6.9,2291,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Jet Attack",1958,68,100000,3.4,32,14.5,14.5,14.5,24.5,14.5,4.5,0,4.5,4.5,0,"",0,0,0,1,0,0,0
"Jezebel",1938,104,1250000,7.4,1163,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Jim the World's Greatest",1976,94,100000,5,13,4.5,0,0,4.5,0,0,4.5,0,24.5,45.5,"",0,0,0,1,0,0,0
"Jimmy Hollywood",1994,112,20000000,5.3,749,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,1,1,0,0,0
"Jimmy Neutron: Boy Genius",2001,84,25000000,6,2280,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,1,1,0,0,0,0
"Jimmy Show, The",2001,99,1000000,4.6,145,14.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Jing Gai'er",2004,108,700000,8.9,14,0,0,0,0,0,0,4.5,34.5,24.5,34.5,"",0,0,1,0,0,0,0
"Jing cha gu shi III: Chao ji jing cha",1992,95,900000,6.7,2024,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,1,0,0,0,0
"Jing wu men",1972,107,100000,6.7,1667,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",1,0,0,1,0,0,0
"Jingle All the Way",1996,88,60000000,4.7,6246,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",1,0,1,0,0,0,0
"Jisatsu saakuru",2002,99,250000,6.8,1311,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Jitterbugs",1943,75,310600,5.7,74,4.5,0,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Jitters, The",1989,95,475000,2.5,27,44.5,4.5,4.5,14.5,4.5,14.5,0,4.5,4.5,0,"",1,0,0,0,0,0,0
"Jizda",1994,90,30000,7.5,196,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"",0,0,1,1,0,1,0
"Joan the Woman",1917,138,302976,7.2,56,0,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Joe",1970,102,106000,6.6,361,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Joe Dirt",2001,91,16000000,5.1,5514,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Joe Somebody",2001,98,38000000,5.5,1937,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,1,0,1,0
"Joe's Apartment",1996,80,13000000,5,2169,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"John Boorman Stole My Screenplay",2004,3,2000,2.8,5,84.5,0,0,0,0,0,0,0,0,24.5,"",0,0,1,0,0,0,1
"John Goldfarb, Please Come Home",1965,96,4000000,4.8,170,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,24.5,"",0,0,1,0,0,0,0
"John Johnson's Shadowhunters",2004,92,2000,6,5,24.5,0,0,0,24.5,44.5,0,0,0,24.5,"",0,0,0,0,0,0,0
"John Q",2002,116,36000000,6.4,8952,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Johnny English",2003,87,35000000,5.6,8125,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG",1,0,1,0,0,0,0
"Johnny Firecloud",1975,94,200000,5.1,34,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,4.5,"",0,0,0,1,0,0,0
"Johnny Mnemonic",1995,96,26000000,4.7,8258,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Johnny Suede",1991,97,500000,5.8,594,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,1,0,0,1,0
"Johnson Family Vacation",2004,97,12000000,3.6,955,24.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Jonah: A VeggieTales Movie",2002,82,15000000,6.2,810,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,1,1,0,0,0,0
"Jonathan Livingston Seagull",1973,120,1500000,4.6,250,14.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,24.5,"",0,0,0,1,0,0,0
"Josh Jarman",2004,96,1300000,5.4,21,14.5,4.5,0,0,0,4.5,14.5,4.5,24.5,24.5,"",0,0,1,0,0,0,0
"Josh and S.A.M.",1993,89,18000000,5.2,281,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,1,1,0,0,0
"Josie and the Pussycats",2001,98,22000000,5.2,4508,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Journey of Jared Price, The",2000,96,30000,5.8,155,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Journey to the Seventh Planet",1962,83,74600,4.2,124,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Joy",1983,102,2000000,5,49,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,24.5,"",0,0,0,1,0,0,0
"Joy Ride",2001,97,23000000,6.6,8132,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Judge Dredd",1995,96,90000000,4.6,9979,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Judgment",2001,105,11000000,4.6,106,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG-13",0,0,0,1,0,0,0
"Judgment at Nuremberg",1961,186,3000000,8.2,3336,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Judith of Bethulia",1914,61,36000,6.9,47,0,0,4.5,0,14.5,14.5,24.5,24.5,14.5,4.5,"",0,0,0,1,0,0,0
"Jui kuen II",1994,99,2000000,7.5,4628,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",1,0,1,0,0,0,0
"Julie Walking Home",2002,118,5000000,7.3,190,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,1,0
"Jumanji",1995,104,65000000,6,14874,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,0,1,0,0,0,0
"Junebug and Hurricane",2004,9,26000,6.5,18,14.5,4.5,0,0,4.5,4.5,0,4.5,4.5,45.5,"",0,0,0,1,0,0,1
"Jung (War) in the Land of the Mujaheddin",2001,114,275000,8,27,0,4.5,4.5,0,0,4.5,4.5,24.5,4.5,45.5,"",0,0,0,0,1,0,0
"Jungle Book 2, The",2003,72,20000000,5.2,764,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,1,0,0,0,0,0
"Jungle Book, The",1994,111,27000000,5.9,1692,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,1,0
"Jungle Fever",1991,132,14000000,6.4,2829,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,1,0
"Jungle Princess, The",1936,85,300000,7.2,22,0,0,0,0,0,24.5,14.5,14.5,4.5,44.5,"",0,0,0,0,0,0,0
"Junior",1985,80,350000,4.1,57,14.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Jurassic Park",1993,127,63000000,7.4,57473,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",1,0,0,0,0,0,0
"Jurassic Park III",2001,92,93000000,5.6,20690,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Jurk, De",1996,95,2650000,6.8,274,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,1,1,0,0,0
"Juror, The",1996,118,44000000,5.3,2920,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Just Add Pepper",2002,90,75000,5.1,6,14.5,0,0,0,34.5,0,14.5,0,0,34.5,"",0,0,1,0,0,1,0
"Just Imagine",1930,109,250000,5.6,94,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Just Looking",1999,97,3000000,6.2,436,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Just Visiting",2001,93,40000000,5.6,2212,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0
"Just the Ticket",1999,115,12000000,5.5,610,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Juwanna Mann",2002,91,15600000,3.9,885,24.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"K-19: The Widowmaker",2002,140,100000000,6.6,8292,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"K-PAX",2001,120,48000000,7.2,17235,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Kafka",1991,92,11000000,6.9,1751,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Kagemusha",1980,162,6000000,7.9,3536,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,0,0
"Kalifornia",1993,118,9000000,6.6,8113,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Kama Sutra: A Tale of Love",1996,114,3000000,5.5,1491,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,1,0
"Kangaroo Jack",2003,89,60000000,3.9,3661,24.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Kansas City",1996,116,19000000,5.8,1077,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Karakter",1997,122,4500000,7.7,2687,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"Kate & Leopold",2001,123,48000000,6.3,8060,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Kayitz Shel Aviya, Ha-",1988,95,350000,7.3,57,4.5,0,0,4.5,4.5,14.5,14.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0
"Kaze, Ghost Warrior",2004,23,5000,7.4,14,4.5,4.5,4.5,4.5,0,0,4.5,4.5,14.5,44.5,"",1,1,0,1,0,0,1
"Keane",2004,100,850000,6.3,34,0,4.5,4.5,0,4.5,4.5,4.5,14.5,14.5,45.5,"R",0,0,0,1,0,0,0
"Keep, The",1983,96,6000000,5.4,1217,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Keeper of the Past",2005,18,30000,9.9,7,0,0,0,0,0,0,0,0,14.5,84.5,"",0,0,0,0,0,0,1
"Keeper, The",2004,95,4000000,4.5,151,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Keeping the Faith",2000,128,30000000,6.8,11351,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,1,1,0,1,0
"Kejar Amerika",2004,86,100000,6.7,19,24.5,0,0,0,0,14.5,4.5,14.5,14.5,34.5,"PG-13",0,0,0,0,0,0,0
"Kentucky Fried Movie, The",1977,90,600000,6.4,3756,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,0,0,0,0
"Key West: City of Colors",2004,64,90000,8.4,5,0,0,0,0,0,24.5,0,24.5,44.5,24.5,"",0,0,0,0,1,0,0
"Keyhole, The",1933,69,169000,6.3,50,0,4.5,0,4.5,14.5,14.5,34.5,14.5,14.5,4.5,"",0,0,1,1,0,1,0
